"from","to","weight"
"Margrete AUKEN (DNK-GREEN_EFA)","Sylwia SPUREK (POL-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Kira Marie PETER-HANSEN (DNK-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Damien CARÊME (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Francisco GUERREIRO (PRT-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Ciarán CUFFE (IRL-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Sarah WIENER (AUT-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Tineke STRIK (NLD-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Ville NIINISTÖ (FIN-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Diana RIBA I GINER (ESP-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Kim VAN SPARRENTAK (NLD-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Grace O'SULLIVAN (IRL-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Claude GRUFFAT (FRA-GREEN_EFA)",1
"Margrete AUKEN (DNK-GREEN_EFA)","Manuela RIPA (DEU-GREEN_EFA)",1
"Daniel CASPARY (DEU-EPP)","David McALLISTER (DEU-EPP)",1
"Jacek SARYUSZ-WOLSKI (POL-ECR)","Anna FOTYGA (POL-ECR)",1
"Jacek SARYUSZ-WOLSKI (POL-ECR)","Ryszard CZARNECKI (POL-ECR)",1
